ID,PARENT_ID,TYPE,TITLE,HOURS_OR_MARKS,DETAILS,STATUS_TAG
CO081,CRS404185,CO,CO2,,Classify Microstrip & re-configurable antenna and techniques.,PENDING
CO082,CRS404185,CO,CO3,,Describe smart antenna systems and discuss the beam steering and mutual coupling effects.,PENDING
CO083,CRS404185,CO,CO4,,Explain DOA estimation methods and classify.,PENDING
CO084,CRS404185,CO,CO5,,Classify the beam forming methods.,PENDING
CO085,CRS404185,CO,CO6,,"Describe and Compare MIMO systems.
Course Contents",PENDING
UNT073,CO085,UNIT,Unit I: Radiating Elements and Array,8 Hrs,"Comparison of various radiating elements- Infinitesimal dipole, small dipole, finite length dipole, half
wave length dipole, and analytical treatment of these elements. Types of Array antenna, two element
array, N-element array, Uniform amplitude-uniformed spaced linear broadside and end fire array.",PENDING
CO086,CO085,CO,CO1,,"Compare various linear wire antenna and uniform array in terms
Mapping of Course of antenna parameters and analyze them based on the current
Outcomes for Unit I distribution and identify an appropriate wire antenna for given
application.",PENDING
UNT074,CO086,UNIT,Unit Ii: Microstrip and Reconfigurable Antenna,6 Hrs,"Microstrip antenna: Introduction, feeding techniques, Fractal antenna and array.
Re-configurable Antenna: Classification of re-configurable antenna, Re-configurable techniques,
Multiple Re-configurable features in antenna.
Mapping of Course CO2: Classify Microstrip & re-configurable antenna and techniques.
Outcomes for Unit II",PENDING
UNT075,UNT074,UNIT,Unit Iii: Smart Antennas,8 Hrs,"Introduction, Need for Smart Antennas, Overview: Smart Antenna Configurations, Switched-Beam
Antennas, Adaptive Antenna Approach, beam steering, degree of freedom.
Architecture of a Smart Antenna System: Transmitter and Receiver, Types of Smart Antennas,
Benefits and Drawbacks of Smart Antennas, Mutual Coupling Effects, Applications of Smart
Antennas.
Mapping of Course",PENDING
CO087,UNT074,CO,CO3,,"Describe smart antenna systems and discuss the beam steering and
Outcomes for Unit III mutual coupling effects.",PENDING
UNT076,CO087,UNIT,Unit Iv: Direction of Arrival Estimation (DOA) Methods,6 Hrs,"Spectral estimation methods, linear prediction method, Maximum entropy method, Maximum
likelihood method, Eigen structure methods, MUSIC algorithm – root music and cyclic music
algorithm, the ESPRIT algorithm.
Mapping of Course CO4: Explain DOA estimation methods and classify.
Outcomes for Unit IV",PENDING
UNT077,UNT076,UNIT,Unit V: Beam Forming Methods,6 Hrs,"Classical Beam former, Statistically Optimum Beam-forming Weight Vectors, Maximum SNR Beam
former, Multiple Sidelobe Canceler and Maximum, SINR Beam former, Minimum Mean Square Error
(MMSE), Direct Matrix Inversion (DMI), Linearly Constrained Minimum Variance (LCMV),
Adaptive Algorithms for Beam forming.
Mapping of Course CO5: Classify the beam forming methods.
Outcomes for Unit V",PENDING
UNT078,UNT077,UNIT,Unit Vi: MIMO Antennas,6 Hrs,"Introduction, Principles of MIMO systems: SISO, SIMO, MISO MIMO, Hybrid antenna array for mm
Wave, massive MIMO: concept and applications.
Mapping of Course",PENDING
CO088,UNT077,CO,CO6,,"Describe and Compare MIMO systems.
Outcomes for Unit VI
Learning Resources
Text Books:
1. C.A. Balanis “Antenna Theory: Analysis and Design”, 4th Edition, John Wiley & Sons.
2. Lal Chand Godara, “Smart Antennas”, CRC Press, LLC-20.
3. Ahmed El Zooghby, “Smart Antenna Engineering”, ARTECH HOUSE, INC, 2005.
Reference Books:
1. C.A.Balanis,“Introduction to Smart Antennas”, John Wiley & Sons
2. Mohammod Ali, “Reconfigurable antenna Design and Analysis”, Publisher: Artech House
3. George Tsoulos,“ MIMO system technology for wireless communications”, CRC- Taylor &
Francis.
4. Long Zhao, Hui Zhao , Kan Zheng, Wei Xiang,“Massive MIMO in 5G Networks: Selected
Applications”, Springer.
5. Jian Li and Petre Stoica,“ Robust adaptive Beamforming”, John Wiley.
Savitribai Phule Pune University
Fourth Year of E & Tc Engineering (2019 Course)",PENDING
LAB017,CO088,LAB,404186: Lab Practice - 1,,Teaching Scheme: Credit Examination Scheme:,PENDING
LAB018,LAB017,LAB,Practical: 04 Hrs. / Week 02 Term Work: 25 Marks,,"Oral: 50 Marks
Companion Course, if any:
1. Radiation and Microwave Theory
2. Cloud Computing",PENDING
LAB019,LAB018,LAB,Guidelines for Student’s Lab Journal,,,PENDING
LAB020,LAB019,LAB,The student’s Lab Journal can be experimental write-ups. It should include following as applicable:,,"Assignment No, Title of Assignment, Date of Performance, Date of Submission, Aims & Objectives,
Theory, Description of data used, Results, Conclusion.",PENDING
LAB021,LAB020,LAB,Guidelines for Lab /TW Assessment,,,PENDING
LAB022,LAB021,LAB,The oral examination will be based on the work carried out by the student in the Lab course. Suitable,,"rubrics can be used by the internal & external examiner for assessment.
Subject: Radiation and Microwave Theory
List of Experiments
1. To study of different types of Microwave Components
2. To measure radiation pattern and gain of horn or parabolic antenna at microwave frequency
3. To measure and plot Mode characteristics of Reflex klystron.
4. To measure V-I characteristics of Gunn Diode and study of PIN modulator.
5. To measure and verify port characteristics of microwave tees (E, H, E-H or magic planes).
To measure and verify port characteristics of directional coupler and calculate coupling
6.
factor, insertion loss and directivity.
To measure and verify port characteristics of isolator and circulator and calculate insertion
7.
loss and isolation in dB.
To measure wavelength of the microwave using microwave test bench and verify with its
8.
theoretical calculations.
To plot standing wave pattern and measure SWR for open, short and matched termination at
9.
microwave frequency using slotted section with probe carriage.
10. Study the network analyzer and carry out the measurements of s-parameters.
11. To design and simulate any type of microwave antenna using EM simulation software.",PENDING
LAB023,LAB022,LAB,Virtual Lab:,,,PENDING
LAB024,LAB023,LAB,1. https://www.ee.iitb.ac.in/course/~vel/ (Virtual Electromagnetics Lab.),,2. http://www.iitk.ac.in/mimt_lab/vlab/index.php (RF and Microwave Characterization,PENDING
LAB025,LAB024,LAB,Lab.),,"Subject: Cloud Computing
List of Experiments (Any 6 to be performed)
1. Install Google App Engine. Create hello world app and other simple web applications using
python / java.
2. Use GAE launcher to launch the web applications.
3. Simulate a cloud scenario using CloudSim and run a scheduling algorithm that is not
present in CloudSim.
4. Find a procedure to transfer the files from one virtual machine to another virtual machine.
5. Find a procedure to launch virtual machine using try stack (Online Openstack Demo
Version)
6. Design and deploy a PaaS environment.
7. Design and develop custom Application (Mini Project) using Cloud (like
Salesforce/GCP/AWS.)
8. Design an Assignment to retrieve, verify, and store user credentials using Firebase
Authentication, the Google App Engine standard environment, and Google Cloud Data
store.
Case Studies (Any 2 to be performed)
1. Data storage security in private cloud.
2. Application of IoT / Ubiquitous based on cloud.
3. Tools for building private cloud.
4. Instance creation in cloud environment.
Savitribai Phule Pune University
Fourth Year of E & Tc Engineering (2019 Course)",PENDING
LAB026,LAB025,LAB,404187: Lab Practice – 2,,Teaching Scheme: Credit Examination Scheme:,PENDING
LAB027,LAB026,LAB,Practical: 04 Hrs. / Week 02 Term Work: 25 Marks,,,PENDING
LAB028,LAB027,LAB,Practical: 50 Marks,,"Companion Course, if any:
1. VLSI Design and Technology
2. Speech Processing (Elective - III)
3. PLC SCADA and Automation (Elective - III)
4. JAVA Script (Elective - III)
5. Embedded System and RTOS (Elective - III)
6. Modernized IoT (Elective - III)",PENDING
LAB029,LAB028,LAB,Guidelines for Student’s Lab Journal,,,PENDING
LAB030,LAB029,LAB,The student’s Lab Journal can be experimental write-ups. It should include following as applicable:,,"Assignment No, Title of Assignment, Date of Performance, Date of Submission, Aims & Objectives,
Theory, Description of data used, Results, Conclusion.",PENDING
LAB031,LAB030,LAB,Guidelines for Lab /TW Assessment,,,PENDING
LAB032,LAB031,LAB,The oral examination will be based on the work carried out by the student in the Lab course. Suitable,,"rubrics can be used by the internal & external examiner for assessment.
Subject: VLSI Design and Technology
Part A: To write VHDL code, simulate with test bench, synthesis, implement on PLD
(Any 5 to be performed)
1. 4 bit ALU for Add, Subtract, AND, NAND, OR, XOR & XNOR.
2. Universal shift register with mode selection input for SISO, SIPO, PISO, & PIPO.
3. Mod - N Counter
4. FIFO memory
5. LCD Interface
6. Keypad interface
Part B: To prepare CMOS layout in selected technology, simulate with & without
capacitive load, comment on rise & fall times. (Any 3 to be performed)
1. Inverter, NAND, NOR gates
2. Half Adder & Full Adder
3. 2:1 Mux using logic gates & transmission gates
4. One bit SRAM Cell",PENDING
LAB033,LAB032,LAB,Virtual Lab:,,,PENDING
LAB034,LAB033,LAB,1. https://vlsi-iitg.vlabs.ac.in (Digital VLSI Design Lab.),,,PENDING
LAB035,LAB034,LAB,2. https://cse14-iiith.vlabs.ac.in/ (VLSI Lab.),,"Subject: Speech Processing (Elective - III)
NOTE:
1. To perform the experiments software like Python, SCILAB, OCTAVE or any
appropriate open source software can be used.
2. For analysis of speech signals tools like PRAAT, Audacity, WAVESURFER,
WEKA can be used.
Part A (Any 7 to be performed)
1. Record speech signals (isolated words, continuous speech) and analyse the speech signal using
speech analysis tool (e.g. PRAAT). Observe spectrogram, pitch, formants, intensity etc.
2. Write a program for extracting pitch period for a voiced part of the speech signal using
autocorrelation method and average magnitude difference function (AMDF).
3. Write a program to compute short time Energy and ZCR for different frame rates and comment
on the result.
4. Write a program to classify voiced, unvoiced and silence frames using frame level energy and
zero crossing rate.
5. Write a program to compute narrow band and wide band spectrogram. Comment on the time
and frequency resolution of wide band and narrow band spectrogram.
6. Write a program to design a Mel filter bank and using this filter bank write a program to
extract MFCC features.
7. Write a program to perform the cepstral analysis of speech signal and detect the pitch from the
voiced part using cepstrum analysis.
8. Write a program to enhance the noisy speech signal using spectral subtraction method.
9. Write a program to extract frequency domain audio features like SC, SF and Spectral roll off.
Part B (Any 1 to be performed)
1. Write a program for Automatic Speech Recognition using Convolutional Neural Networks
(CNN) or Recurrent Neural Networks (RNN).
2. Write a program for Text to Speech synthesis using Convolutional Neural Networks (CNN) or
Recurrent Neural Networks (RNN).",PENDING
LAB036,LAB035,LAB,Virtual Lab:,,"1. https://ssp-iiith.vlabs.ac.in/Introduction.html
2. https://vlab.amrita.edu/index.php?sub=59&brch=164
Speech database:
http://festvox.org/databases/iiit_voices/
Subject: PLC SCADA and Automation (Elective - III)
Part A (Any 5 to be performed)
1. Implementation of Logic Gates Using PLC(Software/Hardware Implementation).
2. Development of a ladder program for DOL Starter.
3. Implementation of Boolean Expression using PLC(Software/Hardware Implementation).
Traffic Light Control using PLC (Any Application of Timer using PLC will be accepted)
4.
(Software/Hardware Implementation).
Counting Objects (Any Application of Counter using PLC will be accepted)
5.
(Software/Hardware Implementation).
6. Interfacing of Encoder with PLC to control a particular application.
Interfacing of Limit Switch/ Proximity Switch/or any sensor/sensors with PLC to control a
7.
particular application.
Part B (Any 2 to be performed)
1. Interfacing of RTD with PLC for Temperature control application.
2. Motor speed control using PLC and VFD.
3. Pneumatic Trainer Kit/Hydraulic Trainer Kit control using PLC.
Close Loop control using PID Controller (Any One Parameter Like Temperature, Flow,
4.
Pressure, Level)
Part C (Any 1 to be performed)
1. Any Example Using SCADA.
2. Study of Hardware and Software Platform for DCS
https://ial-coep.vlabs.ac.in/exp/software-platforms-dcs/procedure.html
3. PLC controlled Case study- 1:
[Faculty will give (or students will choose) one problem statement to a group of 2/3
students. Students will develop a program and simulate it on their own]
Suggested case studies (Not Limited to)
a. Bottle Filling Plant using PLC
b. Operation of Lift (Elevator) using PLC
c. PLC based Gas Detection System using Ladder Logic Project
d. Alarm Management Systems using PLC
e. Water Distribution System using PLC",PENDING
LAB037,LAB036,LAB,Virtual Lab:,,,PENDING
LAB038,LAB037,LAB,1. http://plc-coep.vlabs.ac.in/ (Programmable Logic Controller Lab.),,,PENDING
LAB039,LAB038,LAB,2. http://ial-coep.vlabs.ac.in/List%20of%20experiments.html (Industrial Automation Lab.),,"Subject: JAVA Script (Elective - III)
Part A (Compulsory)
1. Write a JavaScript program to calculate area of triangle, area of rectangle and area of circle
2. Write a JavaScript program to generate the multiplication table of a given number.
3. Write a JavaScript program to following operations on a given string,
• Reverse string
• Replace characters of a string.
• String is Palindrome.
4. Write a JavaScript program to compare two strings using various methods.
5. Write a JavaScript program that will create a countdown timer.
Part B (Any 2 to be performed)
1. Write a JavaScript program that will create an array and perform following operations
• To remove specific element from the array.
• Check if an array contains a specified value.
• To empty an array
2. Write a JavaScript program that will append an object to an array and will check if an object is
an array.
3. Write a JavaScript program to illustrate different Set operations like-
• Union
• Intersection
• Difference
• Set Difference
Part C (Any 2 to be performed)
1. Write a JavaScript program to create a Home page of any website and change background
color using
• On mouse over event
• On focus event
2. Create a student information Form to accept information like Name, Address, City, State
Gender, Mobile Number, and email id. Perform validations for:
• Correct Names
• Mobile Names
• Email I.D.’s
• If no entered value
• Re-display for wrongly entered values with message
• Congratulation and Welcome page upon successful entries
3. Design and implement a simple calculator using Java script for operations like addition
multiplication, subtraction, division, square of a number etc:
• Design a calculator like text field for input and output, buttons for numbers
and operations etc.
• Validate input values
• Prompt / Alerts for invalid values etc.",PENDING
LAB040,LAB039,LAB,Virtual Lab:,,1. https://cse02-iiith.vlabs.ac.in/List%20of%20experiments.html (Computer Programming,PENDING
LAB041,LAB040,LAB,Lab.),,"Subject: Embedded System and RTOS (Elective - III)
Part A (Any 4 to be performed)",PENDING
LAB042,LAB041,LAB,NOTE: Practicals from 1 to 5 in Group A can be performed using μCOS -II / Free,,"RTOS on ARM 7 / ARM Cotex – M / Arduino
1. Multitasking in μCOS II RTOS using minimum 3 tasks on ARM7/ ARM Cortex- M.
2. Semaphore as signaling & Synchronizing on ARM7/ ARM Cortex- M.
3. Mailbox implementation for message passing on ARM7/ ARM Cortex- M.
4. Queue implementation for message passing on ARM7/ ARM Cortex- M.
5. Implementation of MUTEX using minimum 3 tasks on ARM7/ ARM Cortex- M.
6. Porting of linux operating system on ARM9/ARM Cortex-M.
Part B (Any 4 to be performed)
1. Interfacing sensors and actuators with Arduino Uno- Door opener using Ultrasonic sensor and
servo motor.
2. Weather Station- Build a cloud-ready temperature and Humidity sensor (DHT-11/22) with the
Node MCU and the any IoT Platform.
3. IoT based Wireless Controlled Home Automation using ESP8266.
4. Interfacing of 4 LED bank with Raspberry Pi to blink.
5. Interfacing Sensors and actuators with Raspberry Pi- Hand gesture robot.",PENDING
LAB043,LAB042,LAB,Virtual Lab:,,1. https://docs.simuli.co/getting-started/arduino/arduino-ide-and-vlab,PENDING
LAB044,LAB043,LAB,2. https://docs.simuli.co/getting-started/raspberry-pi/setting-up-iotify-virtual-lab,,"Subject: Modernized IoT (Elective – III)
List of Experiments
1. Study of Raspberry-Pi, Beagle board, Arduino, and different operating systems for Raspberry-
Pi/Beagle board/Arduino. Understanding the process of OS installation on Raspberry-
Pi/Beagle board/Arduino
2. Open-source prototype platform- Raspberry-Pi/Beagle board/Arduino -Simple program digital
read/write using LED and Switch -Analog read/write using sensor and actuators.
3. Interfacing sensors and actuators with Arduino/Raspberry-pi.
4. IoT based Stepper Motor/DC Motor Control with Arduino/Raspberry Pi.
5. Introduction to MQTT/ CoAP and sending sensor data to cloud using Raspberry-Pi/Beagle
board/Arduino.
6. Get the status of a bulb at a remote place (on the LAN) through web.
7. Interfacing Arduino to Bluetooth Module
8. Communicate between Arduino and Raspberry PI using any wireless medium like ZigBee
9. IoT based small project implementation on the topics based on small problem statements of
the fields like chat bot, smart home (Home Automation), social issues and environmental
issues etc. This project can be built on any IoT simulation platform like Tinkercad, Cooja etc.
Savitribai Phule Pune University
Fourth Year of E & Tc Engineering (2019 Course)
404188: Project Phase – I
Teaching Scheme: Credit Examination Scheme:",PENDING
LAB045,LAB044,LAB,Practical: 02 Hrs. / Week 01 Term Work: 50 Marks,,"Course Objectives:
• To understand the basic concepts & broad principles of projects.
• To understand the value of achieving perfection in project implementation & completion.
• To apply the theoretical concepts to solve real life problems with teamwork and
Multidisciplinary approach.
• To demonstrate professionalism with ethics; present effective communication skills and relate
engineering issues to broader societal context.
Course Outcomes:",PENDING
CO089,LAB044,CO,CO1,,Demonstrate a sound technical knowledge in field of E&TC in the form of project.,PENDING
CO090,LAB044,CO,CO2,,"Undertake real life problem identification, formulation and solution.",PENDING
CO091,LAB044,CO,CO3,,Design engineering solutions to complex problems utilizing a systematic approach.,PENDING
CO092,LAB044,CO,CO4,,"Demonstrate the knowledge, effective communication skills and attitudes as professional
engineer.
Project phase 1 is an integral part of the project work. The project work shall be based on the
knowledge acquired by the student during the graduation and preferably it should meet and contribute
towards the needs of the society. The project aims to provide an opportunity of designing and building
complete system or subsystems in the field of Electronics and communication where the student likes
to acquire specialized skills. The student shall prepare the duly certified Fourth report of project work
in standard format for satisfactory completion of the work by the concerned guide and head of the
Department/Institute.
Guidelines:
1. Group Size: The student shall carry the project work individually or by a group of students.
Optimum group size shall be 3 students. However, if project complexity demands a maximum
group size of 4 students, the project committee should be convinced about such complexity and
scope of the work. Projects selected should meet and contribute towards the needs of the
society.
2. Selection and approval of topic: Topic should be related to real life application in the field of
Electronics and Telecommunication engineering.
3. The topic may be based on : Investigation of the latest development in a specific field of",PENDING
LAB046,CO092,LAB,Electronics or Communication / The investigation of practical problem in manufacture and / or,,"testing of electronics or communication equipment/ Software based projects related to VHDL,
Communication, Instrumentation, Signal Processing agriculture Engineering etc. with the
justification for techniques used / any topic in the field of E&TC may be allowed.
4. Interdisciplinary projects should be encouraged. The examination of Interdisciplinary projects
shall be conducted independently in respective departments.
5. The term work assessment of project phase 1 shall be based on Innovative Idea of selected
project, literature survey, Depth of understanding, Applications, Individual contributions,
presentation, project report, timely completion of work.
6. The department should prepare project planner and should follow accordingly
7. A log book of work carried out during the semester should be maintained with weekly review
remarks by the guide and committee.
8. A certified copy of report preferably using LATEX is required to be presented to external
examiner at the time of Fourth examination.
9. The project report must undergo by plagiarism check and the similarity index must be less than
15%. The plagiarism report should be included in the project report.
Savitribai Phule Pune University
Fourth Year of E & Tc Engineering (2019 Course)
404189: Mandatory Audit Course - 7
Teaching Scheme: Credit Examination Scheme:
-- -- --
GUIDELINES FOR CONDUCTION OF AUDIT COURSE
In addition to credits courses, it is mandatory that there should be audit course (non-credit
course) from second year of Engineering. The student will be awarded grade as AP on successful
completion of audit course. The student may opt for two of the audit courses (One in each semester).
Such audit courses can help the student to get awareness of different issues which make impact on
human lives and enhance their skill sets to improve their employability. List of audit courses offered
in the semester is provided in the curriculum. Student can choose one of the audit course from list of
courses mentioned. Evaluation of audit course will be done at institute level.
The student registered for audit course shall be awarded the grade AP and shall be included
such grade in the Semester grade report for that course, provided student has the minimum
attendance as prescribed by the Savitribai Phule Pune University and satisfactory in-semester
performance and secured a passing grade in that audit course. No grade points are associated with
this 'AP' grade and performance in these courses is not accounted in the calculation of the
performance indices SGPA and CGPA. Evaluation of audit course will be done at institute level
itself.
Selecting an Audit Course:
Using NPTEL Platform:
NPTEL is an initiative by MHRD to enhance learning effectiveness in the field of technical
education by developing curriculum based video courses and web based e-courses. The details of
NPTEL courses are available on its official website www.nptel.ac.in
• Student can select any one of the courses mentioned above and has to register for the
corresponding online course available on the NPTEL platform as an Audit course.
• Once the course is completed the student can appear for the examination as per the
guidelines on the NPTEL portal.
• After clearing the examination successfully; student will be awarded with certificate.
Assessment of an Audit Course:
• The assessment of the course will be done at the institute level. The institute has to
maintain the record of the various audit courses opted by the students. The audit
course opted by the students could be interdisciplinary.
• During the course students will be submitting the online assignments. A copy of same
students can submit as a part of term work for the corresponding Audit course.
• On the satisfactory submission of assignments, the institute can mark as “Present” and
the student will be awarded the grade AP on the marksheet.
SEMESTER - VIII
Savitribai Phule Pune University
Fourth Year of E & Tc Engineering (2019 Course)
404190: Fiber Optic Communication
Teaching Scheme: Credit Examination Scheme:
Theory: 03 Hrs. / Week 03 In-Sem (Theory): 30 Marks
End Sem (Theory): 70 Marks
Prerequisite Courses, if any:
1. Digital Communication
2. Electromagnetics Field Theory
Companion Course, if any:",PENDING
LAB047,LAB046,LAB,1. Fiber Optic Lab,,"Course Objectives:
1. To familiarize learners with various components & equipments used in fiber optic
communication systems.
2. To study the impact of choice of components on system design.
3. To introduce students to the WDM components and their role in capacity upgrade.
4. To extend the fundamentals to design and analysis of fiber optic communication links.
5. Expose students to the measurement standards, specifications and state of art developments in
optical networks.
Course Outcomes: On completion of the course, the learner will be able to",PENDING
CO093,LAB046,CO,CO1,,Explain the working of components and measurement equipments in optical fiber networks.,PENDING
CO094,LAB046,CO,CO2,,"Calculate the important parameters associated with optical components used in fiber optic
telecommunication systems.",PENDING
CO095,LAB046,CO,CO3,,Compare and contrast the performance of major components in optical links.,PENDING
CO096,LAB046,CO,CO4,,"Evaluate the performance viability of optical links using the power and rise time budget
analysis.",PENDING
CO097,LAB046,CO,CO5,,"Design digital optical link by proper selection of components and check its viability using
simulation tools.",PENDING
CO098,LAB046,CO,CO6,,"Compile technical information related to state of art components, standards, simulation tools
and current technological trends by accessing the online resources to update their domain
knowledge.
Course Contents",PENDING
UNT079,CO098,UNIT,Unit I: Optical Fibers for Telecommunication,8 Hrs,"Fundamentals of Optical Communication: EM spectrum - Optical Spectral bands, Shannon channel
capacity, power units (watts, dB & dBm), Block diagram of optical fiber communications link,
advantages of optical fibers.
Optical Fiber Waveguides: Introduction, Total internal reflection, acceptance angle, numerical
aperture, fiber types, mode theory for circular waveguides: overview of modes & key modal concepts
(V number, number of modes, power in clad), single mode fibers, cutoff wavelength
Transmission characteristics of optical fibers: attenuation - material absorption, scattering losses,
fiber bend loss, loss due to fiber misalignment, splices and connectors; signal distortion - intermodal
delay, intramodal dispersion or chromatic dispersion, modal delay, bit rate-distance product, plot of
material & waveguide dispersions for standard single mode, dispersion shifted and dispersion flattened
fibers; optical fibers for 5G networks, comparison.",PENDING
CO099,CO098,CO,CO1,,"Explain the working of components and measurement equipments in
optical fiber networks.
Mapping of Course CO2: Calculate the important parameters associated with optical components
Outcomes for Unit I used in fiber optic telecommunication systems.",PENDING
CO100,CO098,CO,CO3,,"Compare and contrast the performance of major components in optical
links.",PENDING
UNT080,CO100,UNIT,Unit Ii: Optical Sources,7 Hrs,"Optical Sources: Introduction, wavelength and material consideration (direct & indirect bandgap
semiconductors); requirements from optical sources for telecommunication.
LED: principle of working, quantum efficiency, optical output power characteristics, spectral width,
effect of temperature on characteristics, modulation bandwidth, analog modulation, digital modulation,
LED analog transmitter;
Semiconductor Laser Diodes: absorption, spontaneous emission, stimulated emission, concept of
population inversion and optical feedback, output power characteristics of LASER; Bias point and
amplitude modulation range for analog applications of LEDs & laser diodes, comparison of LEDs &
Lasers.",PENDING
CO101,CO100,CO,CO1,,"Explain the working of components and measurement equipments in
optical fiber networks.
Mapping of Course",PENDING
CO102,CO100,CO,CO2,,"Calculate the important parameters associated with optical components
Outcomes for Unit II:
used in fiber optic telecommunication systems.",PENDING
CO103,CO100,CO,CO3,,"Compare and contrast the performance of major components in optical
links.",PENDING
UNT081,CO103,UNIT,Unit Iii: Photodetectors,6 Hrs,"Introduction, requirements from optical detectors, material considerations, types: p-n, pin, Avalanche
photodiode, photo transistor, principle of working, quantum efficiency, responsivity, long cutoff
wavelength, detector response time, comparison of photodetectors, thermal noise, dark current noise,
quantum noise and receiver sensitivity, bit error rate",PENDING
CO104,CO103,CO,CO1,,"Explain the working of components and measurement equipments in
optical fiber networks.
Mapping of Course CO2: Calculate the important parameters associated with optical components
Outcomes for Unit III used in fiber optic telecommunication systems.",PENDING
CO105,CO103,CO,CO3,,"Compare and contrast the performance of major components in optical
links.",PENDING
UNT082,CO105,UNIT,Unit Iv: Fiber Optic Link Design & WDM Systems,8 Hrs,"Point to point optical link: Choice of components, system design considerations, optical power
budget, rise time budget, bit rate for RZ and NRZ pulse format. Optical system design and
performance analysis using software tools.
WDM Concepts & Components: Overview of WDM, WDM components: 2 x 2 fiber coupler,
isolator, circulator, basics of fiber grating filters, optical add/drop multiplexer, architecture of optical
amplifiers (SOA, EDFA & FRA), Noise figure, OSNR & system impact of ASE.",PENDING
CO106,CO105,CO,CO1,,"Explain the working of components and measurement equipments in
optical fiber networks.
Mapping of Course CO4: Evaluate the performance viability of optical links using the power and
Outcomes for Unit IV rise time budget analysis.",PENDING
CO107,CO105,CO,CO5,,"Design digital optical link by proper selection of components and check
its viability using simulation tools.",PENDING
UNT083,CO107,UNIT,Unit V: Optical Networks,7 Hrs,"Optical Network concepts: fundamentals, network terminology, desirable properties, elements of an
optical network, optical network topology types, advantages of optical network.
Overview of Optical Networks: FDDI, SONET/SDH, FTTX, FTTP, FTTH, PON, GPON, Long
haul, Metro, Access, Submarine optical networks, role of fiber optic network in the 5G networks.
Current technology trends, standards and challenges.",PENDING
CO108,CO107,CO,CO6,,"Compile technical information related to the state of art components,
Mapping of Course
standards, simulation tools and current technological trends by accessing
Outcomes for Unit V
the online resources to update their domain knowledge.",PENDING
UNT084,CO108,UNIT,Unit Vi: Optical Fiber Measurements,6 Hrs,"Overview of Measurement Standards for fiber optics:
Test Equipments for field work: Test support lasers, visual fault indicator, optical power meter,
Optical Time Domain Reflectometry (OTDR), optical spectrum analyzer (OSA), BER test equipment
Measurements: measurement of: optical power, numerical aperture of fiber, fiber attenuation (cutback
method, insertion loss method, OTDR), macrobending loss, fiber dispersion
System performance evaluation: Eye Diagram Test, study of OTDR.",PENDING
CO109,CO108,CO,CO1,,"Explain the working of components and measurement equipments in
optical fiber networks.
Mapping of Course
Outcomes for Unit VI CO6: Compile technical information related to state of art components,
standards, simulation tools and current technological trends by accessing
the online resources to update their domain knowledge.
Learning Resources
Text Books:
1. Gerd Keiser, “Optical Fiber Communications” 4th Edition, Tata McGraw Hill.
2. John M Senior, “Optical Fiber Communications” 2nd Edition, PHI.
Reference Books:
1. Djafar K Mynbaev and Lowell L Scheiner, “Fiber Optic Communications Technology”, 1st
Edition, Pearson Education.
2. Uyless Black, “Optical Networks- Third Generation Transport Systems”, Pearson Education.
3. Govind P Agrawal, “Fiber Optic Communication Systems”, 3rd Edition, Wiley India.
4. Fredrick C Allard, “Fiber Optics Handbook for Engineers & Scientists”, MH International
MOOC / NPTEL Courses:
1. NPTEL Course on “Advanced Optical Communication”, by Prof R K Shevgaonkar, IIT
Madras
Link of the Course: https://nptel.ac.in/courses/117101002
2. NPTEL Course on “Fiber Communication Technology”, by Prof Deepa Venkitesh, IIT Madras
Link of the Course: https://nptel.ac.in/courses/108106167
3. NPTEL Course on “Fiber- Optic Communication Systems & Techniques”, by Dr Pradeep
Kumar K, IIT Kanpur
Link of the Course: https://nptel.ac.in/courses/108104113
Savitribai Phule Pune University
Fourth Year of E & Tc Engineering (2019 Course)",PENDING
CRS404191,,COURSE,404191: (A): Biomedical Signal Processing (Elective - V),,"Teaching Scheme: Credit Examination Scheme:
Theory: 03 Hrs. / Week 03 In-Sem (Theory): 30 Marks
End-Sem (Theory): 70 Marks
Prerequisite Courses, if any:
1. Digital Signal Processing
Companion Course, if any:",PENDING
LAB048,CRS404191,LAB,1. Lab Practice -3,,"Course Objectives:
1. To understand the basic biomedical signals .
2. To study origins and characteristics of most commonly used biomedical signals, including
ECG, EEG, Evoked potentials, and EMG.
3. To Study the signal acquisition and preprocessing of physiological signals.
4. To study the extraction of meaningful information to identify patterns and trends within the
signals.
5. To understand the Sources and characteristics of noise and artifacts in bio signals
Course Outcomes: On completion of the course, learner will be able to -",PENDING
CO110,CRS404191,CO,CO1,,"Describe the origin of various biomedical signals and Interpret the meaning of various
parameters associated with biomedical signals",PENDING
CO111,CRS404191,CO,CO2,,Analyze ECG Signals with extraction of meaningful information,PENDING
CO112,CRS404191,CO,CO3,,Explain Processing of EEG signals for Diseases of Central Nervous System,PENDING
CO113,CRS404191,CO,CO4,,Analyze EMG signals for understanding Neuromuscular Diseases,PENDING
CO114,CRS404191,CO,CO5,,Analyze various Biomedical Signals,PENDING
CO115,CRS404191,CO,CO6,,"Process the biomedical signals to remove adaptive interference and noise
Course Contents",PENDING
